,question,id,answer,count,cluster,sentiment,corrected
739,Что ожидаете от сегодняшнего дня,24268.0,общение в живую,1.0,общение,neutrals,общение вживую
740,Что ожидаете от сегодняшнего дня,24268.0,общения,1.0,общение,neutrals,
741,Что ожидаете от сегодняшнего дня,24268.0,общения с професионалами,1.0,общения с профессионалами,positives,общения с профессионалами
742,Что ожидаете от сегодняшнего дня,24268.0,опыт,3.0,получение опыта,positives,
743,Что ожидаете от сегодняшнего дня,24268.0,получение опыта,1.0,получение опыта,positives,
744,Что ожидаете от сегодняшнего дня,24268.0,переосмысление,1.0,переосмысление,neutrals,
745,Что ожидаете от сегодняшнего дня,24268.0,перспективу,1.0,новых возможностей,neutrals,
746,Что ожидаете от сегодняшнего дня,24268.0,позитивное настроение,1.0,позитивное настроение,positives,
747,Что ожидаете от сегодняшнего дня,24268.0,с позитивным настроением,1.0,позитивное настроение,positives,
748,Что ожидаете от сегодняшнего дня,24268.0,хорошее настроение,1.0,позитивное настроение,positives,
749,Что ожидаете от сегодняшнего дня,24268.0,полезные кейсы,2.0,полезные решение,positives,полезные решение
750,Что ожидаете от сегодняшнего дня,24268.0,преисполниться,1.0,преисполниться,neutrals,
751,Что ожидаете от сегодняшнего дня,24268.0,премия,1.0,премия,positives,
752,Что ожидаете от сегодняшнего дня,24268.0,призов,1.0,призов,positives,
753,Что ожидаете от сегодняшнего дня,24268.0,просветления,1.0,озарение,positives,
754,Что ожидаете от сегодняшнего дня,24268.0,работа,1.0,работа,neutrals,
755,Что ожидаете от сегодняшнего дня,24268.0,расширение кругозора,1.0,расширение кругозора,positives,
756,Что ожидаете от сегодняшнего дня,24268.0,революцию,1.0,революцию,neutrals,
757,Что ожидаете от сегодняшнего дня,24268.0,самые лучшие эмоции,1.0,эмоций,positives,
758,Что ожидаете от сегодняшнего дня,24268.0,сил и уверенности,1.0,сил и уверенности,positives,
759,Что ожидаете от сегодняшнего дня,24268.0,сотрудничество,1.0,сотрудничество,positives,
760,Что ожидаете от сегодняшнего дня,24268.0,старые навыки,1.0,старые навыки,neutrals,
761,Что ожидаете от сегодняшнего дня,24268.0,студентов,1.0,студентов,neutrals,
762,Что ожидаете от сегодняшнего дня,24268.0,счастье,1.0,счастье,positives,
763,Что ожидаете от сегодняшнего дня,24268.0,счастья знаний,1.0,счастье,positives,
764,Что ожидаете от сегодняшнего дня,24268.0,чёрную икру,1.0,чёрную икру,neutrals,
765,Что ожидаете от сегодняшнего дня,24268.0,чуда,1.0,чуда,positives,
766,Что ожидаете от сегодняшнего дня,24268.0,эмоций!!!!!!!!!!!!!!!!!!!!!!!!,1.0,эмоций,neutrals,эмоций
767,Что ожидаете от сегодняшнего дня,24268.0,яркие эмоции,1.0,эмоций,positives,
768,Что ожидаете от сегодняшнего дня,24268.0,я хочу больше узнать об it,1.0,я хочу больше узнать об информационные технологии,neutrals,я хочу больше узнать об информационные технологии
769,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,1. кроссплатформенность,1.0,1 кроссплатформенность,neutrals,1 кроссплатформенность
770,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,big data,2.0,big data,neutrals,
771,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,embedded,1.0,embedded,neutrals,
772,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,no code,1.0,no code,neutrals,
773,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,адаптивность и безопасность,1.0,безопасность,positives,
774,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,безопасное импортонезависимое,1.0,безопасность,positives,
775,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,безопасность,1.0,безопасность,positives,
776,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,бесчеловечный интеллект,1.0,искусственный интеллект,neutrals,
777,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,ии,7.0,искусственный интеллект,neutrals,искусственный интеллект
778,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,искусственный интеллект,3.0,искусственный интеллект,neutrals,
779,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,больше работы,1.0,больше работы,neutrals,
780,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,бренд,1.0,бренд,neutrals,
781,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,будет интересно,1.0,будет интересно,positives,
782,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,быстрая разработка,1.0,быстрая разработка,neutrals,
783,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,в ит со школы,1.0,в информационные технологии со школы,neutrals,в информационные технологии со школы
784,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,все в одном,1.0,все в одном,neutrals,
785,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,встроенные устройства,2.0,встроенные устройства,neutrals,
786,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,глобализация,1.0,глобализация,neutrals,
787,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,госиткорпорация,1.0,государственная ит корпорация,neutrals,государственная ит корпорация
788,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,демонополизация,1.0,демонополизация,neutrals,
789,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,дополненная реальность,1.0,дополненная реальность,neutrals,
790,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,единая экосистема,1.0,единая экосистема,neutrals,
791,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,замена человека в экономике,1.0,замена человека в экономике,neutrals,
792,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,зона возможностей максимальна,1.0,зона возможностей максимальна,positives,
793,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,избегание цифры,1.0,избегание цифровизация,neutrals,избегание цифровизация
794,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,изменение концепции рабочего м,1.0,изменение концепции рабочего места,neutrals,изменение концепции рабочего места
795,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,импортзамещение,1.0,российские продукты,neutrals,импортозамещение
796,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,импортонезависимость прорыв,1.0,российские продукты,positives,
797,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,инновации- управление вызовами,1.0,инновации управление вызовами,neutrals,инновации управление вызовами
798,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,интеграция,1.0,интеграция,neutrals,
799,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,исключить трайбализм,1.0,исключить трайбализм,positives,
800,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,ит суверенитет путь на 10 лет,1.0,информационные технологии суверенитет путь на 10 лет,neutrals,информационные технологии суверенитет путь на 10 лет
801,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,ит-курсы заменят университет,1.0,информационные технологии курсы заменят университет,neutrals,информационные технологии курсы заменят университет
802,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,квантовые технологии,1.0,квантовые технологии,neutrals,
803,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,кибербезопасность и ии,1.0,кибербезопасность и искусственный интеллект,neutrals,кибербезопасность и искусственный интеллект
804,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,кибервойны,1.0,кибервойны,neutrals,
805,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,конкурентные it-продукты,1.0,конкурентные информационные технологии продукты,positives,конкурентные информационные технологии продукты
806,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,метавселенная,1.0,метавселенная,neutrals,
807,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,независимость,4.0,независимость,neutrals,
808,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,новые технологии,1.0,новые технологии,neutrals,
809,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,облачные решения,1.0,облачные технологии,neutrals,
810,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,облачные технологии,1.0,облачные технологии,neutrals,
811,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,обогнать,1.0,обогнать,neutrals,
812,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,образование,1.0,образование,neutrals,
813,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,обучение,1.0,образование,neutrals,
814,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,обучение в виртуальном простр.,1.0,обучение в виртуальном пространстве,neutrals,обучение в виртуальном пространстве
815,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,объединение усилий,1.0,интеграция,neutrals,
816,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,окно возможностей,1.0,окно возможностей,positives,
817,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,осознание,1.0,осознание,positives,
818,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,осознанность и многофункцион-т,1.0,осознанность и многофункциональность,positives,осознанность и многофункциональность
819,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,поддержка ит-предпринимателей,1.0,поддержка информационные технологии предпринимателей,positives,поддержка информационные технологии предпринимателей
820,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,полный удаленный рабочий день,1.0,полный удаленный рабочий день,neutrals,
821,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,удаленка,1.0,полный удаленный рабочий день,neutrals,дистанционно
822,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,приспособляемость к изменениям,1.0,приспособляемость к изменениям,neutrals,
823,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,прорыв?,1.0,прорыв,neutrals,прорыв
824,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,радиоэлектроника,1.0,радиоэлектроника,neutrals,
825,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,развитие,1.0,развитие,positives,
826,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,развитие в тишине!,1.0,развитие в тишине,neutrals,развитие в тишине
827,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,развитие по спирали,1.0,развитие по спирали,neutrals,
828,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,форсированное развитие,1.0,форсированное развитие,neutrals,
829,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,ренессанс,1.0,ренессанс,neutrals,
830,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,роботизация,1.0,роботизация,neutrals,
831,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,российские продукты,1.0,российские продукты,neutrals,
832,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,своя продукция,1.0,российские продукты,neutrals,
833,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,российский магазин по,1.0,российские продукты,neutrals,
834,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,рост скорости изменений,1.0,рост скорости изменений,positives,
835,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,самый умный,1.0,самый умный,positives,
836,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,сегодня 20 лет назад,1.0,сегодня 20 лет назад,neutrals,
837,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,создание новых продуктов,1.0,создание новых продуктов,neutrals,
838,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,создать российский бренд  ит,1.0,создать российский бренд информационные технологии,neutrals,создать российский бренд информационные технологии
839,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,стагнация,1.0,стагнация,negatives,
840,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,стартапы,1.0,стартапы,neutrals,
841,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,технологический суверинитет,1.0,технологический суверенитет,positives,технологический суверенитет
842,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,трайбализм (,1.0,трайбализм,negatives,трайбализм
843,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,трудно но интересно,1.0,трудно но интересно,positives,
844,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,улучшение условий труда,1.0,улучшение условий труда,positives,
845,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,умение учиться,1.0,умение учиться,neutrals,
846,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,успех,1.0,успех,positives,
847,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,цифровая безопасность,1.0,цифровая безопасность,neutrals,
848,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,цифровизация всех возможных пр,1.0,цифровизация процессов,neutrals,
849,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,цифровизация процессов,1.0,цифровизация процессов,neutrals,
850,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,цифровизация обучения,1.0,цифровизация обучения,neutrals,
851,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,цифровое производство,5.0,цифровое производство,neutrals,
852,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,цифровые платформы,1.0,цифровые платформы,neutrals,
853,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,цод дома,1.0,центр обработки данных дома,neutrals,центр обработки данных дома
854,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,экосистема. нейроморфные ит,1.0,экосистема нейроморфные информационные технологии,neutrals,экосистема нейроморфные информационные технологии
855,Основной тренд ИТ в будущем. Опишите 1-2 словами.,24270.0,экспорт it-продуктов,1.0,экспорт информационные технологии продуктов,neutrals,экспорт информационные технологии продуктов
856,"Напишите свой филиал, структурное подразделение или город",24295.0,ао фпк г киров,1.0,акционерное общество федеральная пассажирская компания г киров,neutrals,акционерное общество федеральная пассажирская компания г киров
857,"Напишите свой филиал, структурное подразделение или город",24295.0,аппарат управления,2.0,аппарат управления,neutrals,
858,"Напишите свой филиал, структурное подразделение или город",24295.0,брянск,2.0,брянск,neutrals,
859,"Напишите свой филиал, структурное подразделение или город",24295.0,вагонный участок архангельск,1.0,вагонный участок архангельск,neutrals,
860,"Напишите свой филиал, структурное подразделение или город",24295.0,восточно- сибирский филиал,1.0,восточно сибирский филиал,neutrals,восточно сибирский филиал
861,"Напишите свой филиал, структурное подразделение или город",24295.0,восточное-сибирский,1.0,восточно сибирский филиал,neutrals,восточно сибирский
862,"Напишите свой филиал, структурное подразделение или город",24295.0,вост-сиб,1.0,восточно сибирский филиал,neutrals,восточно сибирский
863,"Напишите свой филиал, структурное подразделение или город",24295.0,гжа,2.0,горьковский филиал,neutrals,горьковское железнодорожное агентство
864,"Напишите свой филиал, структурное подразделение или город",24295.0,глазов удмуртия,1.0,глазов удмуртия,neutrals,
865,"Напишите свой филиал, структурное подразделение или город",24295.0,горьковский,1.0,горьковский филиал,neutrals,
866,"Напишите свой филиал, структурное подразделение или город",24295.0,горьковский филиал,6.0,горьковский филиал,neutrals,
867,"Напишите свой филиал, структурное подразделение или город",24295.0,екатеригбург,1.0,екатеринбург,neutrals,екатеринбург
868,"Напишите свой филиал, структурное подразделение или город",24295.0,екатеринбург,1.0,екатеринбург,neutrals,
869,"Напишите свой филиал, структурное подразделение или город",24295.0,ур.ф г. екатеринбург,1.0,екатеринбург,neutrals,уральский филиал г екатеринбург
870,"Напишите свой филиал, структурное подразделение или город",24295.0,урал,1.0,екатеринбург,neutrals,
871,"Напишите свой филиал, структурное подразделение или город",24295.0,уральский екатеринбург,1.0,екатеринбург,neutrals,
872,"Напишите свой филиал, структурное подразделение или город",24295.0,западно-сибирский филиал,1.0,западно сибирский филиал,neutrals,западно сибирский филиал
873,"Напишите свой филиал, структурное подразделение или город",24295.0,западно-сибирское жа,1.0,западно сибирский филиал,neutrals,западно сибирское железнодорожное агентство
874,"Напишите свой филиал, структурное подразделение или город",24295.0,кбш филиал г. уфа,1.0,куйбышевский филиал г уфа,neutrals,куйбышевский филиал г уфа
875,"Напишите свой филиал, структурное подразделение или город",24295.0,лвч-14 г.уфа,1.0,куйбышевский филиал г уфа,neutrals,лвч 14 г уфа
876,"Напишите свой филиал, структурное подразделение или город",24295.0,лвч14 куйбышевского филиала,1.0,куйбышевский филиал г уфа,neutrals,
877,"Напишите свой филиал, структурное подразделение или город",24295.0,уфа,1.0,куйбышевский филиал г уфа,neutrals,
878,"Напишите свой филиал, структурное подразделение или город",24295.0,красноярск,1.0,красноярск,neutrals,
879,"Напишите свой филиал, структурное подразделение или город",24295.0,моск лвчд 15,1.0,москва лвчд 15,neutrals,москва лвчд 15
880,"Напишите свой филиал, структурное подразделение или город",24295.0,москва,3.0,москва,neutrals,
881,"Напишите свой филиал, структурное подразделение или город",24295.0,центральный офис,1.0,центральный офис,neutrals,
882,"Напишите свой филиал, структурное подразделение или город",24295.0,центральный москва,1.0,центральный офис,neutrals,
883,"Напишите свой филиал, структурное подразделение или город",24295.0,москва(челябинск),1.0,москва челябинск,neutrals,москва челябинск
884,"Напишите свой филиал, структурное подразделение или город",24295.0,нижний новгород,1.0,горьковский филиал,neutrals,
885,"Напишите свой филиал, структурное подразделение или город",24295.0,омск,2.0,омск,neutrals,
886,"Напишите свой филиал, структурное подразделение или город",24295.0,саратов приволжский филиал)),1.0,приволжский,neutrals,саратов приволжский филиал
887,"Напишите свой филиал, структурное подразделение или город",24295.0,приволжский,2.0,приволжский,neutrals,
888,"Напишите свой филиал, структурное подразделение или город",24295.0,санкт-петербург,1.0,санкт петербург,neutrals,санкт петербург
889,"Напишите свой филиал, структурное подразделение или город",24295.0,лвч-8,1.0,санкт петербург,neutrals,лвч 8
890,"Напишите свой филиал, структурное подразделение или город",24295.0,северо-западный спб,1.0,санкт петербург,neutrals,северо западный санкт-петербург
891,"Напишите свой филиал, структурное подразделение или город",24295.0,с-зап санкт-петербург,1.0,санкт петербург,neutrals,северо западный санкт-петербург
892,"Напишите свой филиал, структурное подразделение или город",24295.0,смоленск,1.0,смоленск,neutrals,
893,"Напишите свой филиал, структурное подразделение или город",24295.0,хабаровск,2.0,хабаровск,neutrals,
894,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,адаптированнос,1.0,адаптированность,neutrals,адаптированность
895,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,активность,2.0,активность,positives,
896,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,активные,1.0,активность,positives,
897,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,энергичность,3.0,энергичность,positives,
898,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,энергичный,1.0,энергичность,positives,
899,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,амбициозность,3.0,амбициозность,positives,
900,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,вежливость,1.0,вежливость,positives,
901,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,вера в лучшее,1.0,вера в лучшее,positives,
902,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,заинтересованный,1.0,заинтересованный,positives,
903,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,идет в ногу со временем,1.0,идет в ногу со временем,positives,
904,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,инициатива,1.0,инициативный,neutrals,
905,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,инициативная,1.0,инициативный,positives,
906,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,инициативность,7.0,инициативный,positives,
907,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,инициативный,2.0,инициативный,positives,
908,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,иноватор,1.0,инноватор,neutrals,инноватор
909,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,исполнител,1.0,исполнительность,positives,исполнительность
910,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,коммуникабельность,1.0,коммуникабельность,positives,
911,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,компетентность,1.0,компетентность,positives,
912,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,компетентный,1.0,компетентность,positives,
913,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,креативность,1.0,креативность,positives,
914,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,творческая,1.0,креативность,positives,
915,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,любопытство,1.0,любопытство,neutrals,
916,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,настойчивость,1.0,настойчивость,positives,
917,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,небритый но добрый,1.0,небритый но добрый,positives,
918,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,новый взгляд на организацию ра,1.0,новый взгляд на организацию работы,neutrals,новый взгляд на организацию работы
919,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,ответственность,1.0,ответственность,positives,
920,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,человек дела,1.0,человек дела,positives,
921,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,продуктивный,1.0,результативность,positives,
922,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,результативная,1.0,результативность,positives,
923,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,результативност,1.0,результативность,positives,результативность
924,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,решительность,1.0,решительность,positives,
925,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,скромность,1.0,скромность,neutrals,
926,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,смышлёный,1.0,смышлёный,positives,
927,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,ум,2.0,ум,positives,
928,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,умные,1.0,ум,positives,
929,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,стремление,1.0,целеустремлённость,neutrals,
930,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,стрессоустойчивый,1.0,стрессоустойчивый,positives,
931,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,тайм менеджмент,1.0,тайм менеджмент,neutrals,
932,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,трудолюбие,1.0,трудолюбие,positives,
933,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,усидчивость,1.0,усидчивость,positives,
934,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,целеустремленность,1.0,целеустремлённость,positives,
935,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,целеустремлённость,1.0,целеустремлённость,positives,
936,Какие качества свойственны молодому работнику АО «ФПК»?,24298.0,чуткость,1.0,чуткость,positives,
937,Что Вы узнали на сегодняшнем обучении?,24308.0,ипр,1.0,индивидуальный план развития,neutrals,индивидуальный план развития
938,Что Вы узнали на сегодняшнем обучении?,24308.0,кадровые резервы,1.0,кадровые резервы,neutrals,
939,Что Вы узнали на сегодняшнем обучении?,24308.0,какие есть резервы в ао фпк,1.0,какие есть резервы в ао фпк,neutrals,
940,Что Вы узнали на сегодняшнем обучении?,24308.0,о кадровом резерве,1.0,кадровые резервы,neutrals,
941,Что Вы узнали на сегодняшнем обучении?,24308.0,кто такой молодой специалист,1.0,кто такой молодой специалист,neutrals,
942,Что Вы узнали на сегодняшнем обучении?,24308.0,узнала много нового,1.0,узнала много нового,positives,
943,Что Вы узнали на сегодняшнем обучении?,24308.0,узнала что не успела в кр 22,1.0,узнала что не успела в кр 22,neutrals,
944,Что бизнес (компании участники) сейчас получают от чемпионатов?,24333.0,pr,1.0,пиар,neutrals,
945,Что бизнес (компании участники) сейчас получают от чемпионатов?,24333.0,пиар,1.0,пиар,neutrals,
946,Что бизнес (компании участники) сейчас получают от чемпионатов?,24333.0,свою рекламу,1.0,пиар,neutrals,
947,Что бизнес (компании участники) сейчас получают от чемпионатов?,24333.0,"баллы на конкурсе ""лучшая аэс""",1.0,баллы на конкурсе лучшая аэс,neutrals,баллы на конкурсе лучшая аэс
948,Что бизнес (компании участники) сейчас получают от чемпионатов?,24333.0,вовлеченность персонала,1.0,вовлечённость персонала,positives,
949,Что бизнес (компании участники) сейчас получают от чемпионатов?,24333.0,вовлечённость персонала,1.0,вовлечённость персонала,positives,
950,Что бизнес (компании участники) сейчас получают от чемпионатов?,24333.0,использование стандарта,1.0,использование стандарта,neutrals,
951,Что бизнес (компании участники) сейчас получают от чемпионатов?,24333.0,кадры,2.0,кадры,neutrals,
952,Что бизнес (компании участники) сейчас получают от чемпионатов?,24333.0,новые коммуникации,1.0,новые коммуникации,neutrals,
953,Что бизнес (компании участники) сейчас получают от чемпионатов?,24333.0,обновление стандартов,1.0,обновление стандартов,neutrals,
954,Что бизнес (компании участники) сейчас получают от чемпионатов?,24333.0,квалификацию,1.0,рост квалификации сотрудников,positives,
955,Что бизнес (компании участники) сейчас получают от чемпионатов?,24333.0,повыш. профф-ма сотрудников,1.0,рост квалификации сотрудников,positives,повышение профессионализма сотрудников
956,Что бизнес (компании участники) сейчас получают от чемпионатов?,24333.0,повышение квалификации,1.0,рост квалификации сотрудников,positives,
957,Что бизнес (компании участники) сейчас получают от чемпионатов?,24333.0,развитие навыков,1.0,рост квалификации сотрудников,positives,
958,Что бизнес (компании участники) сейчас получают от чемпионатов?,24333.0,развитие персонала,1.0,рост квалификации сотрудников,positives,
959,Что бизнес (компании участники) сейчас получают от чемпионатов?,24333.0,рост квалификации сотрудников,1.0,рост квалификации сотрудников,positives,
960,Что бизнес (компании участники) сейчас получают от чемпионатов?,24333.0,престиж,1.0,престиж,positives,
961,Что бизнес (компании участники) сейчас получают от чемпионатов?,24333.0,расходы,1.0,расходы,neutrals,
962,Что бизнес (компании участники) сейчас получают от чемпионатов?,24333.0,ресурс,1.0,ресурс,neutrals,
963,Что бизнес (компании участники) сейчас получают от чемпионатов?,24333.0,технологии,1.0,технологии,neutrals,
964,Что бизнес (компании поставщики и партнеры) сейчас получают от чемпионатов?,24334.0,взаимовыгодное партнерство,1.0,партнёрство,positives,
965,Что бизнес (компании поставщики и партнеры) сейчас получают от чемпионатов?,24334.0,партнерство,1.0,партнёрство,positives,
