,question,id,answer,count,cluster,sentiment
7091,"Напишите примеры как вы 
контролируете реализацию своих 
проектов (из личного опыта)?",19400.0,таблицы,1.0,,
7092,"Напишите примеры как вы 
контролируете реализацию своих 
проектов (из личного опыта)?",19400.0,план,1.0,,
7093,"Напишите примеры как вы 
контролируете реализацию своих 
проектов (из личного опыта)?",19400.0,исуп,1.0,,
7094,"Напишите примеры как вы 
контролируете реализацию своих 
проектов (из личного опыта)?",19400.0,scrum,1.0,,
7095,"Напишите примеры как вы 
контролируете реализацию своих 
проектов (из личного опыта)?",19400.0,контрольные карточки,1.0,,
7096,"Напишите примеры как вы 
контролируете реализацию своих 
проектов (из личного опыта)?",19400.0,задачи в трелло,1.0,,
7097,"Напишите примеры как вы 
контролируете реализацию своих 
проектов (из личного опыта)?",19400.0,еженедельные планерки,1.0,,
7098,"Напишите примеры как вы 
контролируете реализацию своих 
проектов (из личного опыта)?",19400.0,маркировка,1.0,,
7099,Продолжите фразу логистика - это,19488.0,перемещение,5.0,,
7100,Продолжите фразу логистика - это,19488.0,перемещение грузов,2.0,,
7101,Продолжите фразу логистика - это,19488.0,система эффективного перемещен,1.0,,
7102,Продолжите фразу логистика - это,19488.0,совокуп-ть методов перемещения,1.0,,
7103,Продолжите фразу логистика - это,19488.0,организация перемещения,1.0,,
7104,Продолжите фразу логистика - это,19488.0,перевозка транспортировка,1.0,,
7105,Продолжите фразу логистика - это,19488.0,передвижение,1.0,,
7106,Продолжите фразу логистика - это,19488.0,оптимальное движение чего либо,1.0,,
7107,Продолжите фразу логистика - это,19488.0,движение,1.0,,
7108,Продолжите фразу логистика - это,19488.0,движение всего,1.0,,
7109,Продолжите фразу логистика - это,19488.0,движение запасов,1.0,,
7110,Продолжите фразу логистика - это,19488.0,оптимальноеперемещение запасов,1.0,,
7111,Продолжите фразу логистика - это,19488.0,транспортировка товаров по при,1.0,,
7112,Продолжите фразу логистика - это,19488.0,рацион-е размещ и перемещ груз,1.0,,
7113,Продолжите фразу логистика - это,19488.0,транспортировка,1.0,,
7114,Продолжите фразу логистика - это,19488.0,движение продукции,1.0,,
7115,Продолжите фразу логистика - это,19488.0,искусство перемещения грузов,1.0,,
7116,Продолжите фразу логистика - это,19488.0,управление,2.0,,
7117,Продолжите фразу логистика - это,19488.0,доставка,2.0,,
7118,Продолжите фразу логистика - это,19488.0,система управления доставкой,1.0,,
7119,Продолжите фразу логистика - это,19488.0,поставки нужно объёма в срок,1.0,,
7120,Продолжите фразу логистика - это,19488.0,грамотное решение доставки,1.0,,
7121,Продолжите фразу логистика - это,19488.0,доставка комплектующих,1.0,,
7122,Продолжите фразу логистика - это,19488.0,цепочки поставок,1.0,,
7123,Продолжите фразу логистика - это,19488.0,способ доставки тмц и людей,1.0,,
7124,Продолжите фразу логистика - это,19488.0,обеспечение,1.0,,
7125,Продолжите фразу логистика - это,19488.0,хранение,1.0,,
7126,Продолжите фразу логистика - это,19488.0,эффективное хранение,1.0,,
7127,Продолжите фразу логистика - это,19488.0,материальное обеспечение,1.0,,
7128,Продолжите фразу логистика - это,19488.0,управление складами,1.0,,
7129,Продолжите фразу логистика - это,19488.0,управление хранением и перемещ,1.0,,
7130,Продолжите фразу логистика - это,19488.0,система хранения и перемещения,1.0,,
7131,Продолжите фразу логистика - это,19488.0,организация хранения и перемещ,1.0,,
7132,Продолжите фразу логистика - это,19488.0,перемещение хранение движени,1.0,,
7133,Продолжите фразу логистика - это,19488.0,транспортировка и храненение,1.0,,
7134,Продолжите фразу логистика - это,19488.0,хранение и транспортировка,1.0,,
7135,Продолжите фразу логистика - это,19488.0,хранение транспортировка,1.0,,
7136,Продолжите фразу логистика - это,19488.0,коммуникации,1.0,,
7137,Продолжите фразу логистика - это,19488.0,отгрузка товара,1.0,,
7138,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,санкции,2.0,,
7139,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,длительность доставки,1.0,,
7140,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,когда долгий срок поставки,1.0,,
7141,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,сроки поставки,1.0,,
7142,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,неправильное планирование,1.0,,
7143,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,нет плана производства/продаж,1.0,,
7144,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,неправильно сформирования потр,1.0,,
7145,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,нет понимания сколько нужно,1.0,,
7146,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,неверное выстраивания пр-ва,1.0,,
7147,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,избытки мощностей,1.0,,
7148,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,рваное производство,1.0,,
7149,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,цена поставляемого тмц,1.0,,
7150,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,оптом дешевле!,1.0,,
7151,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,сокращается стоимость,1.0,,
7152,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,доставка крупной партии дешевл,1.0,,
7153,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,стоимость понижается от увелич,1.0,,
7154,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,нет учёта остатков,1.0,,
7155,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,отсутствие анализа остатков,1.0,,
7156,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,поставки из-за границы,1.0,,
7157,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,ошибка системы,1.0,,
7158,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,уход с рынка поставщика,1.0,,
7159,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,на всякий случай,1.0,,
7160,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,нет контроля,1.0,,
7161,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,большое плечо поставки,1.0,,
7162,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,риск закрытия границ,1.0,,
7163,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,чтобы была работа у рабочих,1.0,,
7164,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,kpi снабжения,1.0,,
7165,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,спрос,1.0,,
7166,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,повышенный сропрос,1.0,,
7167,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,таможенные барьеры,1.0,,
7168,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,поднятие цены на металл,1.0,,
7169,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,ограничение партии поставщиком,1.0,,
7170,"Вспомните, в каких случаях на предприятии формировали больший запас, чем требовалось?",19499.0,отсутствие норм расхода,1.0,,
7171,Что такое изменение?,19635.0,улучшение,6.0,,
7172,Что такое изменение?,19635.0,улучшения,5.0,,
7173,Что такое изменение?,19635.0,совершенствование,2.0,,
7174,Что такое изменение?,19635.0,внедрение улучшения,1.0,,
7175,Что такое изменение?,19635.0,улучшение,1.0,,
7176,Что такое изменение?,19635.0,процесс улучшения,1.0,,
7177,Что такое изменение?,19635.0,улучшение в лучшую сторону,1.0,,
7178,Что такое изменение?,19635.0,корректировка,1.0,,
7179,Что такое изменение?,19635.0,изменение в сторону улучшения,1.0,,
7180,Что такое изменение?,19635.0,непрерывное улучшение,1.0,,
7181,Что такое изменение?,19635.0,рост,2.0,,
7182,Что такое изменение?,19635.0,развитие,1.0,,
7183,Что такое изменение?,19635.0,прогресс,1.0,,
7184,Что такое изменение?,19635.0,шаг вперед,1.0,,
7185,Что такое изменение?,19635.0,движение вперед,1.0,,
7186,Что такое изменение?,19635.0,новизна,2.0,,
7187,Что такое изменение?,19635.0,что то новое,2.0,,
7188,Что такое изменение?,19635.0,внедрение новшеств,1.0,,
7189,Что такое изменение?,19635.0,обновление,1.0,,
7190,Что такое изменение?,19635.0,нововведения,1.0,,
7191,Что такое изменение?,19635.0,новшества,1.0,,
7192,Что такое изменение?,19635.0,новая жизнь,1.0,,
7193,Что такое изменение?,19635.0,что-то новое для меня,1.0,,
7194,Что такое изменение?,19635.0,внедрение нового.,1.0,,
7195,Что такое изменение?,19635.0,внедрение нового продукта,1.0,,
7196,Что такое изменение?,19635.0,ввод новых правил,1.0,,
7197,Что такое изменение?,19635.0,перевоплощение,2.0,,
7198,Что такое изменение?,19635.0,преобразование,1.0,,
7199,Что такое изменение?,19635.0,переход к иному,1.0,,
7200,Что такое изменение?,19635.0,переход,1.0,,
7201,Что такое изменение?,19635.0,изменение текущего состояния,1.0,,
7202,Что такое изменение?,19635.0,выход из зоны комфорта,2.0,,
7203,Что такое изменение?,19635.0,выйти из зоны комфорта,1.0,,
7204,Что такое изменение?,19635.0,трудности,1.0,,
7205,Что такое изменение?,19635.0,переход к запланированному.,1.0,,
7206,Что такое изменение?,19635.0,организационные процессы,1.0,,
7207,Что такое изменение?,19635.0,быстрее,1.0,,
7208,Что такое изменение?,19635.0,выше,1.0,,
7209,Что такое изменение?,19635.0,боязнь идти в перед,1.0,,
7210,Что такое изменение?,19635.0,производственные процессы,1.0,,
7211,Что такое изменение?,19635.0,неизвестность,1.0,,
7212,Что такое изменение?,19635.0,шаг вперёд в неизведанное,1.0,,
7213,Что такое изменение?,19635.0,смена мышления и парадигмы,1.0,,
7214,Что такое изменение?,19635.0,меняем привычное мышление,1.0,,
7215,Что такое изменение?,19635.0,сильнее,1.0,,
7216,Что такое изменение?,19635.0,отклонение от постоянного,1.0,,
7217,Что такое изменение?,19635.0,уход от старого привычного,1.0,,
7218,Что такое изменение?,19635.0,уход от старых привычек,1.0,,
7219,Что такое изменение?,19635.0,замена старого на новое,1.0,,
7220,Что такое изменение?,19635.0,корпоративная культура,1.0,,
7221,Что такое изменение?,19635.0,шаг вперёд или назад,1.0,,
7222,Что такое изменение?,19635.0,повышение удовольствия от рабо,1.0,,
7223,Что такое изменение?,19635.0,введение автоматизации,1.0,,
7224,Что такое изменение?,19635.0,необходимость в улучшениях,1.0,,
7225,Что такое изменение?,19635.0,эффективность,1.0,,
7226,"Что я применю из того, что узнал сегодня?",19637.0,методы мотивации,2.0,,
7227,"Что я применю из того, что узнал сегодня?",19637.0,варианты мотивации,1.0,,
7228,"Что я применю из того, что узнал сегодня?",19637.0,мотивация похвала,1.0,,
7229,"Что я применю из того, что узнал сегодня?",19637.0,пересмотрим мотивацию,1.0,,
7230,"Что я применю из того, что узнал сегодня?",19637.0,варианты нематериальной мотива,1.0,,
7231,"Что я применю из того, что узнал сегодня?",19637.0,нематериальная мотривация,1.0,,
7232,"Что я применю из того, что узнал сегодня?",19637.0,нематериальная мотивация,1.0,,
7233,"Что я применю из того, что узнал сегодня?",19637.0,мотивацию,1.0,,
7234,"Что я применю из того, что узнал сегодня?",19637.0,пересмотрю мотивацию,1.0,,
7235,"Что я применю из того, что узнал сегодня?",19637.0,информирование,2.0,,
7236,"Что я применю из того, что узнал сегодня?",19637.0,инфоримрование,1.0,,
7237,"Что я применю из того, что узнал сегодня?",19637.0,усилим информирование,1.0,,
7238,"Что я применю из того, что узнал сегодня?",19637.0,информирование сотрудников,1.0,,
7239,"Что я применю из того, что узнал сегодня?",19637.0,дополнить систему информирован,1.0,,
7240,"Что я применю из того, что узнал сегодня?",19637.0,методы информирования,1.0,,
7241,"Что я применю из того, что узнал сегодня?",19637.0,информирование через 5 каналов,1.0,,
7242,"Что я применю из того, что узнал сегодня?",19637.0,акцент на информирование,1.0,,
7243,"Что я применю из того, что узнал сегодня?",19637.0,5 каналов,1.0,,
7244,"Что я применю из того, что узнал сегодня?",19637.0,5 каналов,1.0,,
7245,"Что я применю из того, что узнал сегодня?",19637.0,информируем сотрудников,1.0,,
7246,"Что я применю из того, что узнал сегодня?",19637.0,инструменты информирования,1.0,,
7247,"Что я применю из того, что узнал сегодня?",19637.0,размещение информации,1.0,,
7248,"Что я применю из того, что узнал сегодня?",19637.0,ввести в ди бережливое произво,1.0,,
7249,"Что я применю из того, что узнал сегодня?",19637.0,вовлеченность директора,1.0,,
7250,"Что я применю из того, что узнал сегодня?",19637.0,контроль гд,1.0,,
7251,"Что я применю из того, что узнал сегодня?",19637.0,обучение сотрудников,1.0,,
7252,"Что я применю из того, что узнал сегодня?",19637.0,методы обучения,1.0,,
7253,"Что я применю из того, что узнал сегодня?",19637.0,внедрение культуры поведения,1.0,,
7254,"Что я применю из того, что узнал сегодня?",19637.0,личные беседы с сопротивлением,1.0,,
7255,"Что я применю из того, что узнал сегодня?",19637.0,все,1.0,,
7256,"Что я применю из того, что узнал сегодня?",19637.0,не забывать управление внедрен,1.0,,
7257,"Что я применю из того, что узнал сегодня?",19637.0,управление внедрением,1.0,,
7258,"Что я применю из того, что узнал сегодня?",19637.0,информирование и мотивацию,1.0,,
7259,"Что я применю из того, что узнал сегодня?",19637.0,реальные выгоды материальные,1.0,,
7260,"Что я применю из того, что узнал сегодня?",19637.0,личные проекты,1.0,,
7261,"Что я применю из того, что узнал сегодня?",19637.0,изменю подход к изменениям,1.0,,
7262,"Что я применю из того, что узнал сегодня?",19637.0,применение 4 шагов внедрения,1.0,,
7263,"Что я применю из того, что узнал сегодня?",19637.0,4 шага и разминка левой рукой),1.0,,
7264,"Что я применю из того, что узнал сегодня?",19637.0,все 4 шага для внедрения,1.0,,
7265,"Что я применю из того, что узнал сегодня?",19637.0,контроль изменений,1.0,,
7266,"Что я применю из того, что узнал сегодня?",19637.0,4 шага внедрения изменений,1.0,,
7267,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,нарушение  тб,1.0,,
7268,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,безответственность,1.0,,
7269,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,невнимательность,1.0,,
7270,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,недостаток обучения,1.0,,
7271,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,непонимание техпроцесса,1.0,,
7272,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,отвлечения,1.0,,
7273,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,формальное отношение к безопас,1.0,,
7274,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,халатность,1.0,,
7275,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,халатность,1.0,,
7276,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,низкая ответственность,1.0,,
7277,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,самоуверенность,1.0,,
7278,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,инфантилизм,1.0,,
7279,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,формальное отношение к кб,1.0,,
7280,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,снижение личной ответственност,1.0,,
7281,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,неподготовленность лин.рук.,1.0,,
7282,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,торопливость,1.0,,
7283,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,лишние действия,1.0,,
7284,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,неосторожность,1.0,,
7285,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,безответственность,1.0,,
7286,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,отсутствует воспитательная раб,1.0,,
7287,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,халатность,1.0,,
7288,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,старое оборудование,1.0,,
7289,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,формализм,1.0,,
7290,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,нет работы над ошибками,1.0,,
7291,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,нет времени у руководства,1.0,,
7292,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,"спешка, безответственность",1.0,,
7293,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,отсутствие квалификации руково,1.0,,
7294,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,низкая квалификация,1.0,,
7295,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,непонимание последствий,1.0,,
7296,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,низкая кб,1.0,,
7297,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,низкий уровень жизни,1.0,,
7298,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,невнимательность работника,1.0,,
7299,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,неосторожность работника,1.0,,
7300,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,+,1.0,,
7301,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,низкое обучение,1.0,,
7302,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,самоуверенность,1.0,,
7303,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,+,1.0,,
7304,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,слабый контроль лин. руководст,1.0,,
7305,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,самоуверенность,1.0,,
7306,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,отсутствие,1.0,,
7307,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,инстинкта,1.0,,
7308,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,самосохранения,1.0,,
7309,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,уровень жизни в стране,1.0,,
7310,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,халатность работников,1.0,,
7311,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,сниженный контроль от руковод,1.0,,
7312,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,низкая компетентность в кб,1.0,,
7313,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,отсутствие нормативной базы,1.0,,
7314,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,слабое информирование персонал,1.0,,
7315,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,плохая работа с персоналом,1.0,,
7316,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,формализм,1.0,,
7317,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,отсутствие обучения,1.0,,
7318,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,человеческий фактор,1.0,,
7319,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,личная беспечность,1.0,,
7320,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,спешка,1.0,,
7321,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,низкая мотивация работников,1.0,,
7322,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,халатность,1.0,,
7323,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,формализм,1.0,,
7324,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,низкий уровень оплаты труда,1.0,,
7325,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,халатность,1.0,,
7326,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,халатность,1.0,,
7327,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,формальное отношение,1.0,,
7328,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,🥴,1.0,,
7329,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,безответственность,1.0,,
7330,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,личная халатность,1.0,,
7331,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,халатность,1.0,,
7332,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,недоработки руководителей,1.0,,
7333,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,недостатки в части кб и от,1.0,,
7334,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,недостаток в обучении персонал,1.0,,
7335,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,"утомление, перенапряжение.",1.0,,
7336,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,"вера в удачу, отс.наказаний",1.0,,
7337,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,бесконечный рост обязанностей,1.0,,
7338,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,низкая осведомленность,1.0,,
7339,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,отсутствие анализа последствий,1.0,,
7340,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,неправильных действий или,1.0,,
7341,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,отступлений от правил,1.0,,
7342,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,или инструкций,1.0,,
7343,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,дисциплина труда,1.0,,
7344,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,отсутствие контроля,1.0,,
7345,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,неприменение сиз,1.0,,
7346,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,аварийные работы,1.0,,
7347,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,отсутствие инструктажа по от,1.0,,
7348,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,перегруженность лин. рук-лей,1.0,,
7349,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,удрали институт бригадиров,1.0,,
7350,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,сокращают мастеров,1.0,,
7351,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,безолаберность на местах.,1.0,,
7352,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,чрезмерная бюрократизация.,1.0,,
7353,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,неактуальные бланки наряд.-доп,1.0,,
7354,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,формализм,1.0,,
7355,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,1.торопливость,1.0,,
7356,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,2.плохая профессиональная подг,1.0,,
7357,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,нет времени думать о безопасн.,1.0,,
7358,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,устаревшее оборудование,1.0,,
7359,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,нехватка специалистов,1.0,,
7360,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,в этой работе нет системы,1.0,,
7361,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,низкая ответственность,1.0,,
7362,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,нет адекватных мер к нарушител,1.0,,
7363,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,формальный подход,1.0,,
7364,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,"большой объём бумажной работы,",1.0,,
7365,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,загруженность руководителей,1.0,,
7366,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,устаревшие оборудование,1.0,,
7367,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,ослабление контроля,1.0,,
7368,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,заинтересованность работников,1.0,,
7369,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,недостаточная осведомленность,1.0,,
7370,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,задачи превыше безопасности,1.0,,
7371,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,экономия на сиз и оборудовании,1.0,,
7372,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,не изменяется подход,1.0,,
7373,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,о,1.0,,
7374,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,недостаточн подготовка кадров,1.0,,
7375,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,формальный подход,1.0,,
7376,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,приоритет планов над от,1.0,,
7377,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,нехватка времени,1.0,,
7378,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,не соблюдение правил по от,1.0,,
7379,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,спешка,1.0,,
7380,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,гонка производства,1.0,,
7381,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,нет контроля руководителей,1.0,,
7382,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,мероприятия ради мероприятий.,1.0,,
7383,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,отсутствие качественных инстру,1.0,,
7384,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,правила нужны к действиям,1.0,,
7385,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,формальность инструктажей,1.0,,
7386,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,безответственность,1.0,,
7387,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,плохая организация работы,1.0,,
7388,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,плохо выданный наряд,1.0,,
7389,"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",19747.0,отсутсвие контроля,1.0,,
